INDEX_NAME,INDEX_TYPE,TABLE_NAME,TABLE_TYPE,TABLESPACE_NAME,IND_COLS,DATASOURCE
SYSUIITEM_NAME_UK1,NORMAL,SYS_UIITEMS,TABLE,ORATECH_DATA,REGION_ID~NAME~,ORATECHCANNON
SYSUIREG_ID_PK,NORMAL,SYS_UIREGIONS,TABLE,ORATECH_DATA,REGION_ID,ORATECHCANNON
SYSUIREG_NAME_UK1,NORMAL,SYS_UIREGIONS,TABLE,ORATECH_DATA,NAME,ORATECHCANNON
SYSUSERCTRL_PK,NORMAL,SYS_USER_CONTROLS,TABLE,ORATECH_DATA,USER_CONTROL_ID,ORATECHCANNON
SYSWORKLIST_ID_PK,NORMAL,SYS_WORKLIST,TABLE,ORATECH_DATA,WORKLIST_ID,ORATECHCANNON
TP_SOURCELINE_PK,NORMAL,TP_STOCK_LINES,TABLE,ORATECH_DATA,TP_STOCK_LINE_ID,ORATECHCANNON
TPSOURCENAME_UK1,NORMAL,TP_STOCK_SOURCES,TABLE,ORATECH_DATA,TP_SOURCE_NAME,ORATECHCANNON
TPSOURCE_PK,NORMAL,TP_STOCK_SOURCES,TABLE,ORATECH_DATA,TP_SOURCE_ID,ORATECHCANNON
WWWNODESSID_NDX1,NORMAL,WWW_NODES,TABLE,ORATECH_INDX,WWW_SOURCE_ID~LANGUAGE_CODE~SOURCE_NODE_ID,ORATECHCANNON
WWWNODESSPATH_NDX1,NORMAL,WWW_NODES,TABLE,ORATECH_INDX,WWW_SOURCE_ID~LANGUAGE_CODE~SOURCE_NODE_PATH,ORATECHCANNON
WWW_NODESUBSOURCE_UK1,NORMAL,WWW_NODES,TABLE,ORATECH_DATA,WWW_SUB_SOURCE_ID~SOURCE_NODE_ID~,ORATECHCANNON
WWW_NODES_PK,NORMAL,WWW_NODES,TABLE,ORATECH_DATA,WWW_NODE_ID,ORATECHCANNON
WWWNODELINKCAT_NDX1,NORMAL,WWW_NODE_LINKS,TABLE,ORATECH_INDX,WWW_SOURCE_ID~LANGUAGE_CODE~CATEGORY_ID,ORATECHCANNON
WWWNODELINKITEM_NDX2,NORMAL,WWW_NODE_LINKS,TABLE,ORATECH_INDX,WWW_SOURCE_ID~LANGUAGE_CODE~ITEM_ID,ORATECHCANNON
WWWNODELINKSLNO,NORMAL,WWW_NODE_LINKS,TABLE,ORATECH_INDX,WWW_SOURCE_ID~SOURCE_NODE_ID~LANGUAGE_CODE~CATEGORY_ID~SUB_CATEGORY_ID~ITEM_ID~SL_NO,ORATECHCANNON
WWWNODELINKSUBCAT_NDX2,NORMAL,WWW_NODE_LINKS,TABLE,ORATECH_INDX,WWW_SOURCE_ID~LANGUAGE_CODE~SUB_CATEGORY_ID,ORATECHCANNON
WWW_SOURCENAME_UK1,NORMAL,WWW_SOURCES,TABLE,ORATECH_DATA,WWW_SOURCE_NAME,ORATECHCANNON
WWW_SOURCE_PK,NORMAL,WWW_SOURCES,TABLE,ORATECH_DATA,WWW_SOURCE_ID,ORATECHCANNON
WWW_SUBSOURCENAME_UK1,NORMAL,WWW_SUB_SOURCES,TABLE,ORATECH_DATA,WWW_SOURCE_ID~SUB_SOURCE_NAME~,ORATECHCANNON
WWW_SUBSOURCE_PK,NORMAL,WWW_SUB_SOURCES,TABLE,ORATECH_DATA,WWW_SUB_SOURCE_ID,ORATECHCANNON
